Text,Class,Language
"Pero con el detente y con no mentir, no robar y no traicionar no hay por qué preocuparse, o si? Así dijo el #cacasObrador",Acoso,E
"Todos unidos contra el INE, quemaremos las credenciales para votar... Arriba el #CacasObrador",Acoso,I
"Y a la universidad d baja california sur para fase 1, amlo el DEMENTE, EL FASCINEROSO, EL PARANOICO, EL ESQUIZOFRENICO, EL GRAN MENTIROSO, NOS LLEVA AL SOCIALISMO DEL SIGLO XXI, LA IMPUNIDAD Y CORRUPCION CABALGAN, SOLO LOS ESTUPIDOS Y FANATICOS LO ALABAN, CUANDO DEJAMOS D PENSAR",Acoso,E
Así la 4TRANSA!!!,Acoso,I
Luego anda de rodillas chillando #ElCacas a BIDEN para q nos de vacunas.,Acoso,E
Y 150 millones a ePIGmenio #PioYFelipa,Acoso,I
Las incongruencias del KK's @lopezobrador_ a la orden del día! Su demencia solo le alcanza para esparcir mierda por todo el país! Qué asco!,Acoso,E
Harta de tanta estupidez #ElPeorGobiernoDeLaHistoria #AmloFracasoPresidencial,Acoso,E
Más muertos con el presidentito #CacasObrador el más humanista....,Acoso,I
Cardenas? Ese socialista puede chingar a su madre. Con su expropiación solo condenó a México.,Acoso,E
"El TLCAN mató 2/3 del mercado mexicano, pero a largo plazo acabó resultando. Si los pendejos antes de Salinas no hubieran mandado a la mierda la economía, México habría estado más que preparado ante tal agresivo mercado norteamericano y los negocios al tope de prósperos.",Acoso,E
Pues es la verdad. Y le duele mucho a los chairos que alaban a diosito Amlo.,Acoso,I
"Calderón no era perfecto, pero comparando las gestiones de gobierno sus resultados, el actual es una reverenda Pila de caca ",Acoso,E
Los panistas son muy raros,Acoso,I
"Refiriéndome al inútil de AMLO, claro, pues espera que sus ""Enemigos"" traten de limpiar algo que le compete ahora a el, que para eso lo pusimos en la pinche silla presidencial.",Acoso,E
"...NO FRIEGUES!!! ...POR ESO SE ALEBRESTAN LOS CUATROTEROS. ...Calderón fue mejor que López. Tampoco es muy difícil. Pero si lo HUBIERA HECHO BIEN, no habría ganado Peña... ...ni Peña habría provocado tanta ira, que se desquitaron votando por Chocholoco...",Acoso,I
Yo solo veo un mojón  Pila de caca y asesino. El mojón líder de los mojones como tú. Asquerososos.,Acoso,E
"Está bien que tenemos y hemos tenido un chingo de presidentes que no valen madre, pero tampoco mamen, eso no lo hace mejor o un buen presidente",Acoso,E
"Puro pendejo cree en los políticos, la asquerosa sociedad que somos es gracias a estas personas que nunca se han preocupado ni se preocuparán por el pueblo, a ellos les interesa el poder, dejen sus chaquetas mentales peleándose unos con otros",Acoso,E
Verga a qué punto estamos de decir que Calderón es el mejor presidente que ha tenido México Cara pensativa Cara sin expresión,Acoso,I
Yo no he escuchado a Ackerman que diga que quemen en leña verdad al #BorrachoAsquero ni así cuñado parásito @JuanIZavala ni a toda su asquerosa parentela. ,Acoso,E
"Aún viendo que el #BorrachoAsquero de #Borolas no hizo la refinería puros saqueos y robaderas en su sexenio,a un así le apuestas como mejor opción para el país de verdad que poca",Acoso,I
Y con ustedes: El Show del #CacasObrador...,Violencia,I
"""Científicos buscan detectar las mutaciones del SARS-CoV-2 en México..."" Hay una aberración que acabó con la paciencia y tolerancia en millones de Mexicanos, SARS-#CacasObrador",Violencia,I
No se a ustedes a mi ya me tiene harto el #CacasObrador y su incompetencia,Violencia,E
"Creo que el anciano decrépito e inepto y claro, incontinente #CacasObrador solo le ganaría en una competencia de quién mes primero el pantalón, el anciano se cansa solo de pensar en trabajar, por eso evade todo lo que sea un esfuerzo físico, jejejejeje",Violencia,E
#QueHorror ser seguidor del #CacasObrador y ni la primaria concluida tener.,Violencia,I
"Al respecto, deberíamos “echar un ojo” al candidato a gobernador impuesto por “anlo” a ese estado. Navarro tiene mucha “cola que le pisen” entre esas colas hay “las de borrego” y las colas QUE NO HIZO al SAT",Violencia,I
"Con ese puesto que le dieron algunos mexicanos, eso no es un logro!!! Al #CacasObrador lo único que se le debe de parar es el corazón (y para prueba los vídeos donde brinca solo y hace gestos raros). #NiUnVotoAMORENA",Violencia,I
"Al fin!! aquí en México se necesita vacunar a 30 M de animales, que votaron por el #CacasObrador",Violencia,I
El emperador Palpatine #CacasObrador siendo el @lopezobrador_ mismo ,Violencia,I
#FELIPAyPIO hizo enojar al #CacasObrador.... No vaya a ser que la gente recuerde que no es cierto que ya no haya corrupción.....,Violencia,I
López-Gatell @HLGatell y #CacasObrador @lopezobrador_ son una gran desgracia para México Rostro con ceño fruncido,Violencia,E
"Pues... Gastando los 150,000,000 que el #CacasObrador le dio para que le esté alargando, algo caro por cierto... A #charistegui con 8,000,000 la puso a mano!! #NiUnVotoAMORENA2021",Violencia,I
Fuertísima critica de @aristeguicnn en referencia al autoritarismo de López al querer acabar con la institucionalidad en este país! ¿Quiubole mi chairo? o tu santa beata se convirtió al Prianismo o lo mas seguro: SIGUES SIN ACEPTAR QUE TE VIERON LA CARA DE CHAIRO!,Violencia,I
no hay peor chairo que el que no quiere ver ni quiere oír .,Violencia,I
Sos la Carrió de la izquierda.,Violencia,I
"Social democracia es un concepto aprovechado por el zurdo para justificar su ideología miserable. Las economías de los países nórdicos se basan en el LIBRE MERCADO MÁS FEROZ y aprendieron a vivir ""a pesar"" del Estado expansivo y no ""del"" Estado. El 1er Ministro Danés te desasna",Violencia,E
El ser neoliberal o fascista ¿está entre las 5 razones para no ser de izquierda?,Violencia,I
"RAZÓN N° 1, PURA ESTUPIDEZ E IGNORANCIA, la izquierda no es sinónimo de socialismo ni de comunismo, desde la revolución francesa se llama ""de izquierda"" a los que se oponen a ideas conservadoras que buscan perpetuar el establishment, en EEUU un demócrata liberal es de izquierda.",Violencia,E
"El neoliberalismo no existe. Es un término vacío que el zurdo frustrado usa para defenestrar a cualquier tendencia liberal. En todo caso, el populismo es igual a fascismo. Mirá el papelón en que incurre un zurdo retrógrado cuando se le pide que explique el 'neoliberalismo'?",Violencia,I
"La propia ignorancia y resentimiento del zurdo o el kirchnerista lo lleva a creer que puede definir tal término. Lo curioso es que jamás lo hace Rodando por el suelo de risa No existe un liberalismo ""nuevo"" por más que patalees o hagas un berrinche keynesiano y te lo demuestro con naranjitas y manzanitas ",Violencia,E
Aquí no hay ninguna falacia. Es un hecho visible que la señora no argumenta ya que no sabe responder una pregunta simple. Tipico de zurdos retrógrados que repiten como loro el término para crear la ilusión de que puede demonizar el libre mercado. TRISTÍSIMOS,Violencia,I
"El socialista es un ignorante que no solo no tiene la menor idea el significado de neoliberalismo, también queda clarísimo que tampoco sabe qué es el argumento del hombre de paja.",Violencia,I
"La izquierda no existe hace mucho, ahh quizas en su aldea si ustedes creen que son europeos,",Violencia,I
"Yo le daría un millón d razones para no ser d derecha ni d centro ni $&@: SON CORRUPTOS,Rateros,sinverguenzas, vendepatrias,sin ética ni moral ni amor x su patria ni compatriotas, ambiciosos, etc etc escoriase",Violencia,E
"...ok, no estoy de acuerdo en la gran mayoría de las cosas que dice Laje, pero, ¿AMLO un presidente chingón? ¿En qué universo paralelo? El tipo es un imbécil, incluso personas de izquierda lo han dicho",Violencia,E
"Tenés una concepción de la izquierda de película yanqui, flaco. Vos apoyas genocidas. Vos sos un genocida!",Violencia,E
Este es un video para débiles mentales. No sean de izquierda y no sean imbéciles. Este tipo es un farsante.,Violencia,E
"Laluz se quedo sin Luz ante Laje, sus constantes improperios, interrupciones y desatinadas intervenciones, solo fue una apologia al cretinismo barato y mediatico, que aparentemente tanto vente hoy en dia",Violencia,I
Esos que son? Juventudes del PRIAN? Lideres del antiguo testamento? Pastores de un viejo culto? Miembros fundadores del INSEN?,Violencia,I
Full de HDSPM,Violencia,I
reunión escatologica y pestilente... con olor a corrupción y traición a nuestro país.,Violencia,E
Excrement_us,Violencia,I
Oda a las heces del neolibralismo,Violencia,I
Quiennes el saco de semen de quien...o se dan todos?????,Violencia,E
"Igual el pendejo de obrador sigue haciendo corajes porque no los puede callar. Y eso, no lo puedes negar chiquita.",Violencia,E
No tanta caca como la que hay en el cerebro de @lopezobrador_  o si ? Seamos serios,Violencia,E
"De pura Caca y de gente con tez blanca ,rabiosa ,mañosa ,clasista y racista !!",Violencia,E
No me causa gracia... Estos pinches puercos y codiciosos no deben regresar al poder.....,Violencia,E
"Es una nominación patito la página está súper chafa y las nominaciones las hace quién quiere , es pura pantalla y recuerden que hasta a Hittler en 1938 lo nominaron al Nobel.",Violencia,I
"Deja tú lo patito, chafa y pitera, el problema es que así con nstruyen su retórica triunfalista para engañar a la chairiza. Recuerda que el peje ganó el 2o lugar y esa fue su plataforma, nunca dijeron que fue encuesta inflada y mundialmente desconocida.",Violencia,E
VOTO masivo a los morenacos y también a los CHAIROS Tigre AMLOVERS.,Violencia,I
"Esos premios se compran, y al KKs le encanta pagar por ellos. El Carnal @m_ebrard , a pesar de su inmenso robo en el metro, se compró esa designación. Y los servicios de cdmx son basura, o que no?",Violencia,I
Es de risa esa encuesta. Pueden votar mil veces por la misma. Es en internet y los chairos para eso están.,Violencia,I
Pues que jodidos de candidatos han de estar para poner a esta sra que cree que el mantenimiento al metro es darle un trapazo y no mantenerlo sin el riesgo de incendio,Violencia,E
"Que segun la eligieron por el buen manejo de la pandemia... ya me imagino la chairiza votando por ordenes del vejete en prejidenjia. Digamos que sera el regalo, por ser leal y servil...",Violencia,E
"Ja ja ja ja eso si es una tremenda babosada, con tanto error y accidentes lo mal manejado de la pandemia, semáforos etc... pero bueno su alcaldesa.... chida..",Violencia,E
"Ha de haber pagado el titulito, o la comunidad hazara ya la está promocionando para que sea la sucesora del peje",Violencia,I
La nuerita d guelito haciendo mas ridiculos!!no se cansan estos carajo!,Violencia,I
“Es un honor enfrentar al dictador” 6 DE JUNIO 2021 EN CASILLAS !!,Violencia,E
Ya sabes cómo se las gastan estos MORENACOS de mierda! Hasta para inventar pendejadas son torpes! ,Violencia,E
Otra CRETINA que es parte de esa farsa cacareada como 4T. Al diablo con los negros de morena,Violencia,E
Malditas ratas de la derecha no se cansan de robar son unos mal partidos lo hdspm.,Violencia,E
Los derechangos y fifisimias son de mollera sumida ni como ayudarlos,Violencia,I
No te puedes morir sin ver a tu rata en la carcel (lopez),Violencia,E
López es un burlador de la ley.,Violencia,I
Y si lo meten al bote a borolas les dan finiquito a los borolabots,Violencia,I
No sí pinches prianistas estúpidos A quién quién que traigamos otra vez a Calderón y Peña Nieto los vamos a desterrar de México al prian por corruptos asesinos y todo el que lo defiende se convierte uno de ellos,Violencia,E
"#NoSoyDeIzquierdaPorque solo los ingenuos, oportunistas, rencorosos, revanchistas, ignorantes, etc., comparten esos defectos",Violencia,E
#NoSoyDeIzquierdaPorque los izquierdistas odian a los ricos pero anhelan convertirse en uno de ellos y aman a los pobres al punto de asegurarse de que se mantengan como tales por siempre.,Violencia,I
"¿No sos de izquierda porque, según vos, tenemos las mismas características que alguien de derecha? Que irónico. De leer a Marx ni hablamos...",Violencia,I
"No crea que Mujica se salva, defensor de sus socios del socialismo siglo 21. Ceguera ideológica le llaman y tal parece que usted también la padece, al defender lo indefendible.",Violencia,I
#NoSoydeIzquierdaPorque IZQUIERDA = MISERIA,Violencia,E
"#NoSoyDeIzquierdaPorque es TERRORÍSMO. Sus ""aportes"" son retroceso, degradación: a la cultura, a las bases de una sociedad sana. La ""deconstrucción"" de la familia tradicional, lenguaje inclusivo y ESI; el apoyo a la disforia de género es un flagelo, ¡nos estan DESTRUYENDO!",Violencia,E
Para los Feminazis e izquierdista Aprendan sobre valores de la vida,Violencia,E
"Como me caga la extrema derecha y la extrema izquiera, igual de p3ndejos",Violencia,I
"#NoSoyDeIzquierdaPorque es la ideologia de adoctrinamiento autodestructiva para implementar una agenda de muerte y destrucción de la sociedad donde sele quita al ser humano su dignidad,vida e identidad podras seguirme en mi cuenta Agustin",Violencia,I
"Siiii claro todo lo.que interrumpa el camino del dinero es "" Comunista"" la verdad es que son PATETICOS !!!",Violencia,E
"Estimado Agustín, como un virus nefasto, el discurso progre está mutando. Ahora se ha tomado la agenda del ""Cambio Climático""...construyendo una suerte de religión con su iglesia la ONU y su beata del ""viernes del séptimo día del apocalipsis"".",Violencia,E
"#Nosoydeizquierdaporque su fundamento es el odio (al capital, al empresario, a la vida, la religión, etc) yo prefiero basar mis ideas en el Amor, a Dios, al otro, al futuro...",Acoso,I
"Disculpa si llegue algo tarde. #NoSoyDeIzquierdaPorque primeramente la izquierda históricamente siempre fue la decadencia personificada, un virus que corrompe hasta día de hoy a las personas y que manipula cada aspecto de lo que ellos quieren mostrar, ocultando su nefasto pasado.",Acoso,I
"RAZÓN N° 1, PURA ESTUPIDEZ E IGNORANCIA, la izquierda no es sinónimo de socialismo ni de comunismo, desde la revolución francesa se llama ""de izquierda"" a los que se oponen a ideas conservadoras que buscan perpetuar el establishment, en EEUU un demócrata liberal es de izquierda.",Acoso,E
"Desventurados aquellos que nacieron en Colombia porque tendrán que triunfar a pesar de ella. La única cosa que se puede hacer en América es emigrar decía Bolívar. Ya nos rebaso Norteamérica, siguió Asia, ahora solo falta África, nos quedamos sin ejemplos de consolación.",Acoso,I
#nosoydeizquierdaporque los zurdos hacen llorar al niño Jesús,Acoso,I
"Nunca vi a los de izquierda argentinos, sacando pasaje para vivir en Cuba...son zurdos capitalistas.",Acoso,E
"#NoSoydeIzquierdaPorque son unos mentirosos engañan y adormecen al pueblo con ideologías absurdas y nefastas mientras sacan provecho de la gente robandoles hasta el alma si pudieran, mas el sometimiento social de las personas lavandoles el cerebro y controlando sus movimientos",Acoso,E
"Q´gusto d perder el tiempo Sr Laje! Gente nociva como Ud nos refuerzan aún más en nuestras convicciones. FUÍ,SOY Y SERÉ SIEMPRE DE IZQUIERDA x q amo la vida,la mesa compartida,los panes repartidos,la paz basada en la justicia y solidaridad,la gente sabia sencilla y transparente",Acoso,E
"Tiempo de rojos, hambre y piojos. La izquierda solo empobrece.",Acoso,I
"Eres un sofista q evidentemente está al servicio de la ultraderecha. Usas las cifras d manera descontextualizada para engañar. Y no, ser d izquierda no es una moda: ser d izquierda es tener sentido social, conciencia del otro, es poner al ser humano como razón d ser d la política",Acoso,I
La tuya es: porque mamo de la derecha.,Acoso,I
Antes el movimiento Abortista VERDE avanzaba escondido detrás de la lucha contra la VIOLENCIA DE CONTRA LA MUJER y ahora también se esconde detrás de la lucha ECOLÓGICA CONTRA EL CAMBIO CLIMÁTICO. Son un Caballo de Troya.,Acoso,I
"Izquierda,derecha que mier..da somos la mayoría de personas que no deseamos delincuentes!!! En los poderes de ningún país.. En Argentina hace mucho tiempo mandaban matar a jóvenes que protestaban por un país sin corrupción... así mejor tenga otra visión eso ya es antiguo.",Acoso,I
El comunismo es la peor peste que sufre la humanidad y q aun queda por eliminar.,Acoso,E
Tenes mucha cara de Garca ... así que me parece fenómeno que seas de derecha,Acoso,E
"El capitalismo es el desarrollo de la ambición de las personas. Que tanto uno añora el dinero y el poder; lo que debemos añorar es vivir en armonía, y tener una visión utópica de que todo el mundo podemos ser felices, y eso es imposible de lograr, pero debemos tener esa visión.",Acoso,I
me tienen arto los zurditos,Acoso,E
Esto es lo que pasa cuando gobernantes imbéciles como #ElCacasObrador menoscaban las leyes y el estado de derecho.,Acoso,E
"Aquí los machirulos de los porrazos y los ""cojones"" España no es eso. España es democracia, convivencia y fraternidad.",Acoso,I
El compararse por vanidad puede hacer perder a la persona que has amado. #pendejez,Acoso,E
"Bueno, entonces se tu el ejemplo y no hagas lo de “pero si fulanito si, porque yo no?” Te caíste de chiquito o que vergas?",Acoso,E
Los #covidiotas en la playa culpándose por salir de Semana Santa,Acoso,I
Lo más jodido de las acciones de los #Covidiotas es que las consecuencias muchas veces las pagan quien se a cuidado y mantenido en casa. Venga la 3era ola,Acoso,E
"Ayer: -Ya llegamos a los 200 mil puertos por Covid, Gatell es un incompetente. Hoy: -Inician las vacaciones, vamos a Acapulco. Mañana: -Ya rebasamos los 200 mil muertos, ""ANLO azescino"". #Covidiotas",Acoso,E
"lárguense los pendejos la puerta esta muy ancha caben de culo y caben de frente, dejen sus puestos vacantes porque los desempleados necesitamos trabajo .",Acoso,E
"Aquí veo varios #Covidiotas, que dentro de 15 días estarán diciendo me lo mataron en el hospital.",Acoso,E
Pues más idiota estas tú porque si eso fuera ya nos hubiera cargado la chingada a todos los que viajamos en metro que somos millones los que lo utilizamos te invito a recorrerlo para que veas cómo vas hasta la madre y con pandemia o sin pandemia siempre iba atascado,Acoso,E
Pinches #Covidiotas que ya andan abarrotando playas y aeropuertos. Se nota que no padecieron la ola de diciembre y enero. Pinches egoístas de mierda. Tengan los huevos de no pedir atención médica cuando les toque.,Acoso,E
"Ya quitenle el internet a este imbécil de salinas, porque todos los rateros, perdón los amigos del kks y de la judía, se envalentonan y se vuelven los grandes defensores, viejo estúpido.",Acoso,E
La crucifixión de la perrita come croquetas.,Violencia,I
Padre mío llévate a todos estos pendejos que no quieren vivir y permite a todos los demás una vida mejor. Amén,Violencia,E
Bola de pendejos,Violencia,E
Lamehuevos detectado.,Violencia,E
Exacto!! Mugre gente!,Violencia,E
Covienejos,Violencia,I
Cacas hijo de su Cara con símbolos sobre la boca madre,Violencia,I
"Es un pinche político más, y un #borrachoasquero, metete el vómito de @FelipeCalderon por donde te quepa",Violencia,E
Pinche par de lacras. Si no está a mi favor es malo. #borrachoasquero,Violencia,E
"Pues tampoco, porque la ""conquista"" fue la investidura, no la persona; ese pndejo no conquista ni un catarro",Violencia,E
"Y haber dado positivo en COVID, pero así q digas algo q se le agradezca . Nada de nada = cero = reprobado = mejor que se largue mucho a la chingada .",Violencia,E
"Si yo fuera presidente, la Nayarita estaría dándome las gracias a mi también!!!",Violencia,I
Pinché viejo verga muerta !! Ni eso ha de hacer,Violencia,E
Ahí vemos al #CacasObrador sin cubrebocas donde sea... por ejemplo! Mal ejemplo!!!,Violencia,I
#Charistegui apestosa como todo el restos de la oposición pedorra.,Violencia,E
"Claro, #Charistegui es la chayotera de AMLO",Violencia,I
Hablas de la #charistegui @AristeguiOnline Es una cromadora más del cachito,Violencia,I
Oyeron????? Pinches analfabetas!!!!!,Violencia,E
"Dale, ¿en el próximo podes hacer ""razones para no ser un reverendo hijo de la re mil yuta"", plis?",Violencia,I
"He visto y he hecho refutaciones de Laje. Y esto provocó que cambiase mi opinión de él, al inicio -hace tiempo- pensaba que era un demagogo de derecha con algunas ideas plausibles, ahora me parece un individuo deshonesto y mentiroso, todo con tal de ganar likes de niños rata.",Violencia,E
A mí siempre me pareció eso. Un vil fantoche que de dedica a robar dinero a cambio de decirle a cierto sector de la población lo que quieren oír. Un escoria.,Violencia,E
PERDETE EL ICEBERG POR EL ORTO GORILA...,Violencia,E
Mmmm que ganas de ponerte una de plomo entre las cejas...que olor a pederasta .,Violencia,I
Es increíble lo que te importamos...como te hierve la sangre de saber que existe la izquierda...esa que te mete ese dedito en el culito..esta claro que estas necesitando convencer a varios de que no se hagan de izquierda..te aviso. No te esta saliendo. Besis,Violencia,E
jose laluz . no sabe debatir .y es un estupido.bufón .solo sabe buscar en Google,Violencia,E
"El bufón eres tù, si tu cerebro no te dió para entenderlo, es tu problema. José Laluz está muy por encima de Laje. Laje tiene un enlatado que ya está rancio y vencido hace rato.",Violencia,E
Yo quiero saber cuales son los estúpidos ay arriba... Que usted hace todavía en ese grupito de pendejos!!!,Violencia,E
un individuo que no se ha leido dos libros completos..un simple buscador de google!,Violencia,I
A veces me dan unas ganas tremendas de darle una paliza a Andrea,Violencia,E
La GORDEJO no merece tu atención Bomb Bom hay niveles,Violencia,I
Con tanto filtro ya no se sabe distinguir la verdad de la mentira.,Violencia,I
#LadyMitómana tiene más títulos que Daenerys Targaryen.,Violencia,I
"El más purulento y piojoso, el de rosita: Carlos Arrastraki...",Violencia,E
ALV ¡cuánta mierda en una misma imagen!,Violencia,E
La pandilla de los cacapus!!!,Violencia,I
Son Bassssura...,Violencia,E
Qué asco todos Cara que vomita Cara que vomita Cara que vomita,Violencia,E
"4 personas indeseables, escoria que debería de estar presos por hipócritas, mentirosos y abusivos, cómo estos otros de la foto.",Violencia,E
"de esas veces que las palabras no son suficientes para insultar a alguien y quedar satisfecho por ello; pero creo que uno es de caca, otro de pus, y le otro de vómito, y el de la izquierda se la come y por eso la cara de fuchi",Violencia,E
Cuarteto de HDSPM! Parásitos prepotentes,Violencia,E
Hijis de la gran puta,Violencia,E
"Amigos, bajemos a esta estúpida de esa nominación!",Violencia,E
"Cómo serás pendej0, no por eso se lla #CDMX",Violencia,E
Esa pelele no sirve para nada a,Violencia,E
jajajaj esa tipeja es la peor,Violencia,E
"Jajaja pura gente pendeja , estudien si no quieren quedar como Merced Hernández",Violencia,E
Por que no mejor tomas tu propuesta la haces rollito y por donde te hace remolino el cutis lo guardas. De nada.,Violencia,I
NO MAMES!!! ESTAS COMO ESTUPIDO VALE!! NO SABES CUAL ES LA DIFERENCIA ENTRE ESTADO Y CIUDADE ESTAS COMO ESTUPIDO,Violencia,E
"Si eres muy pendejo para ni siquiera saber diferenciar, Jajajaja Jajajaja patético.",Violencia,E
"Eres el mejor ejemplo de idiotas a los que Televisa, TV Azteca y demás les lavan el cerebro. Jodidos defendiendo a ricos que los tienen jodidos",Violencia,E
"Hay Borolas, como anhelo que ya estés en la cárcel. Es horrible leerte, verte y vivir en el mismo planeta, ojalá no falte mucho, solo deseo que sea antes de mi muerte.",Violencia,E
Es ay. Ignorante. Y seguirás anhelando porque eres un inútil incapaz de poner una denuncia y además eres tan imbecil como para seguir a alguien que tampoco tiene huevos de meterlo.,Violencia,E
Pues muérete y deja de sufrir.,Violencia,E
Y tu solo pides que alguien actúe por ti. Que cómodo! Limosnero y con garrote! Tu que haces al respecto?,Violencia,E
Par de lacras,Violencia,E
Ya cambiale borreguit@ Borolas se va solo apela a sus grandes amigos,Violencia,I
Ya siéntese señora! Igual de briaga que el Borolas!,Violencia,I
Pero principalmente LADRÓN !!!!,Violencia,E
Ingenuos.... Me suena a que el ingenuo sos vos,Violencia,I
Pubrecitaaa,Violencia,I
"Sabes cuales son mis 5 razones para decirte lo qué eres, figura? Un esbirro de los poderosos, un mamporrero del dinero, un arrastrado, un felón y sobre todo el que le hace el trabajo a los ricos, lezna.",Violencia,E
argumentate! Mediocre,Violencia,E
"Lo acaba de hacer, mamarracho.",Violencia,E
Chupala!!,Violencia,E
Parece que cualquier estupido va a la universidad. Cerebros en fuga,Violencia,E
No me interesa ver pelotudeces tuyas pancho,Violencia,E
pelotudo a cuerda,Violencia,E
Aaaaaaaaa correrrrrr fanáticossss.,Violencia,E
Ahí vienen los popis progres a llorarte.,Acoso,E
"Puro naco. Con razón el nene López Beltrán se va a Aspen, osea...",Acoso,E
N A C O S,Acoso,E
"Lo naco se nota, en donde sea que vayan",Acoso,E
"Que horror!!! Que gente tan corriente y vulgar, ""de nosotros tragan"" dice la infeliz",Acoso,E
Que asco de pendej@s.,Acoso,E
Ahí está la pinche cerda esa !,Acoso,E
Pinche gente NACA,Acoso,E
#NOMBRE?,Acoso,I
"A mi me valen verga los chilangos, Acapulco y de paso las sirvientas como tu. Solo quería resaltar qué te sientes bien vergas y no llegas ni a artesanía mexicana, chingue bien usted a su madre",Acoso,E
"Solito te pones la soca al cuello Naco, tanto te dolió que dijera que nadamas tienes para ir Acapulco, pinches Nacos lo único que saben es insultas típico de ustedes los Nacos",Acoso,E
"Querrás decir tipico de nosotros los nacos, se ve que te arde que te digan lo que eres, pero los dos somos nacos, tu por creerte superior por la playa a la que ""fuiste o imaginas"" a pesar de como te vez y la impresion corriente que da tu familia y yo por decirte culera jajaja",Acoso,E
"También mucha verga, por si gustas",Acoso,E
Rézame la verga,Acoso,E
"Huele mi verga, también esa apesta.",Acoso,E
Te vacuno con jeringa chata,Acoso,I
También perdiste la virginal anal,Acoso,E
"Jajajajajajajajajaja, hasta para ser pendejos son pendejos.",Acoso,E
"Jajajajajajajajajaja ¿hijo? No mames, seguro has de ser un puto mocoso y ya quieres llegar a mover. Órale, a la verga a jugar free fire, ese jueguito si aguanta tu android, no?",Acoso,E
"JAJAJAJAJAJAJAJAJAJA, si wey ¿Qué necesito argumentar con un pendejo que vive en una casa con azulejo de pobre?",Acoso,E
"Si si si, está bien. Pero mira, te dejo un cualquier para que te compres un mejor celular y dejes de decir pendejadas. Y si, de puro rentar bicicletas.",Acoso,E
"¿Ves cómo estás bien pendejito? Puro “tu jefa”. Ojalá algún día tengas algo así en tus manos y puedas arreglar el baño donde cagas, mínimo dale una salida digna a lo que zurras.",Acoso,E
Cromaselas,Acoso,I
Desnucalos a mamadas,Acoso,E
"Pendejo tú, que no sabes ni cómo redactar un comentario y pendejeas por ""no saber leer"".",Acoso,E
"Pendejos como ese, saturan los hospitales, contagian a medio mundo y le echan a perder la vida a sus familiares cuando mueren. Ah, pero eso sí, muy exigentes para ser atendidos en primer lugar en la puerta de urgencias y salen con sus pendejadas de que el IMSS me lo mató",Acoso,E
Chinguen a su madre,Acoso,E
Piche Gatell se pasa de verdura,Acoso,I
"Le vale gorro, su mentalidad está muy pendeja.",Acoso,E
Con ese remojón tiene para la semana pinche mugroso,Violencia,E
"da pena ver cómo Ácosan al sub secretario de salud, como si ustedes acataran todas las medidas para no contagiarse de covid, ""tiene un cargo público "" ""nosotros le pagamos"" (suenan como las ñoras nacas de tepito en Acapulco) neta no mámen. atiendanse",Violencia,E
Exacto! Ese culero solito no hace tantas olas de contagió; El ya cumplió con decirnos que nos va a cargar la chingada. La ocupación hoteleras esta a tope. Tampoco es su culpa que exista tanto pendejo valemadre,Violencia,E
Ahí vemos a los changos que nadie quiere.,Violencia,I
La LadyMamar,Violencia,I
Nacos se les llama y chakas,Violencia,I
Cómo hace falta don Arturo en Acapulco. Se llenó de lacras..,Violencia,I
Jjaajjaa pinche vieja tripona,Violencia,E
Qué pedo con la vientruda,Violencia,I
Puro naco y barriada peleando en caleta ¡¡ jajaja,Violencia,E
Les hubieran dado un levantón a esos nacos,Violencia,E
"Pinche raza , somos una creación sensacional y ala misma vez , somos una raza de puro pendejo .",Violencia,E
El que puso en riesgo su integridad física fuiste tú al pararte de manera totalmente irresponsable junto a esa ventana,Violencia,I
"Si la tripona esa tiene pareja, cualquiera tiene esperanza!",Violencia,E
"Si son xhairos? Tú te ves muy fino, muy anglosajón... pero te pareces a los weyes de Tepito que se pelearon... no son tus parientes? #NoMamar #chechorizo",Violencia,E
Pinche tinaco desparramado que se quede en tepito,Violencia,E
"No sabes ni que significa ""NACO"" y por tu fachita has de tener la primaria trunca verdad",Violencia,E
Y ya por eso dejan de ser chusma?,Violencia,I
"Que ganas de meterle un vergazo, en el mero hocico, a esa vieja de Tepito",Violencia,E
"No le atinaste a ni un solo acento... Y te atreves a criticar a un profesionista... Faitelson es un hígado y súper mamón, pero es un tipo preparado, no es un mamador como tú, dos pesos de madre.",Violencia,E
No mmmms. Pinché Niño.,Violencia,E
"Como va a estar preparado pedazo de imbecil, si fue atacado cobardemente por la espalda, y los nacos festejando...",Violencia,E
Vuelta la que te dio el rey de Tepito aquella tarde en el puerto jarocho,Violencia,I
"No andabas muerto, estabas en el hospital.. El camello de Morelos te ajustició...",Violencia,I
Parranda el Campeon de tepito andaba despues de descalabrarte los cachetes en Veracruz,Violencia,I
"“No estabas muerto, estabas comatoso...” Gracias al chulo putazote que te endilgó el cuello de catarina",Violencia,I
"“Muerto” se kdo el tejón q traes en el cerebro, después del gárrazo del Leon-o de Coapa",Violencia,I
"Vuelta dio tú pesado cuerpo de paquidermo, cuándo don gober de Morelos te atizó ese tremendo vergatanazo. Y te hiciste del muertito, para que no te soltara otro putazo.",Violencia,E
"No andabas muerto, andabas en terapia intensiva, tras el vergazo del enmochilado de la Merced",Violencia,I
El que se murió fuiste tú cuando el camello de Tepito te metió tremendo chingadazo en tu papada,Violencia,I
